Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Whataburger #481,78753,04/27/2020,100,"11135 N IH
AUSTIN, TX 78753",2800088,Routine Inspection
P. Terry's Burger Stand,78752,04/21/2021,86,"5900 N LAMAR BLVD
AUSTIN, TX 78752
(30.32817, -97.72534)",11439838,Routine Inspection
DogHaus,78751,10/28/2021,97,"5610 N IH
AUSTIN, TX 78751",12394161,Routine Inspection
Troy,78759,04/17/2020,88,"8105 MESA DR
AUSTIN, TX 78759
(30.37165, -97.75696)",11176042,Routine Inspection
Two Steps Ahead Learning Center,78723,06/25/2020,99,"3028 ROGGE LN
AUSTIN, TX 78723
(30.30313, -97.67842)",10871599,Routine Inspection
Pizza Hut,78745,07/05/2022,99,"8400 BRODIE LN
AUSTIN, TX 78745
(30.20041, -97.83944)",11035522,Routine Inspection
Pluckers Wing Bar,78613,01/05/2022,90,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47041, -97.80207)",10025010,Routine Inspection
Cafe Crepes d'Austin,78701,07/01/2021,80,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264, -97.74165)",10236411,Routine Inspection
Snarf's Sandwiches,78705,09/21/2022,97,"2901 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.28861, -97.72869)",11166298,Routine Inspection
Meat Your Heart,78751,01/13/2023,88,"5610 N IH
SVRD SB AUSTIN, TX 78751",12397189,Routine Inspection
Levy at Q2 Stadium/Main Kitchen,78758,02/06/2023,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38617, -97.71859)",12393770,Routine Inspection
Foodbox 11,78759,10/18/2021,94,"11794 JOLLYVILLE RD
AUSTIN, TX 78759
(30.42171, -97.75451)",12393681,Routine Inspection
Hunan Lion Restaurant,78704,03/11/2021,63,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.23643, -97.79266)",10988489,Routine Inspection
Grimaldi's Pizzeria To Go,78757,08/11/2021,89,"8023 BURNET RD
AUSTIN, TX 78757
(30.35914, -97.73004)",12394307,Routine Inspection
7-Eleven,78704,03/21/2022,91,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.25301, -97.76344)",10479184,Routine Inspection
Sam's Club #6453 Cafe,78759,02/03/2021,97,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.39118, -97.74383)",2800884,Routine Inspection
The Brass Tap,78758,11/23/2021,88,"10910 DOMAIN DR
AUSTIN, TX 78758
(30.39556, -97.72688)",11568282,Routine Inspection
Southpark Meadows Nursing & Rehabilitation Center,78748,11/17/2020,96,"9801 S 1ST ST
AUSTIN, TX 78748
(30.16308, -97.80012)",11283202,Routine Inspection
Circle K #2741551,78653,05/07/2020,97,"12300 HARRIS BRANCH PKWY
AUSTIN, TX 78653
(30.36947, -97.6139)",10959881,Routine Inspection
Whole Foods Market,78759,03/03/2022,99,"9607 RESEARCH BLVD
AUSTIN, TX 78759
(30.3885, -97.74327)",2803492,Routine Inspection
JD's Market,78660,12/30/2020,72,"14300 DESSAU RD
AUSTIN, TX 78660
(30.41492, -97.63321)",10435389,Routine Inspection
Popeyes Louisiana Kitchen,78745,04/04/2022,94,"2101 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.2296, -97.79078)",11864489,Routine Inspection
Numart,78748,12/03/2020,88,"11913 RANCHO ALTO RD
AUSTIN, TX 78748
(30.14883, -97.84225)",12185703,Routine Inspection
969 Xpress Mart,78724,11/10/2021,92,"8602 FM 969 RD
AUSTIN, TX 78724
(30.27626, -97.63673)",12185607,Routine Inspection
Tropicana Cuban Restaurant,78753,11/30/2021,96,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36657, -97.69506)",10662759,Routine Inspection
BUCK WILD,78701,12/09/2021,93,"310 E 6TH ST
AUSTIN, TX 78701
(30.26725, -97.73989)",12185867,Routine Inspection
RW - Trader Joes,78746,11/30/2020,96,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271, -97.78957)",10945834,Routine Inspection
Kerbey Lane Restaurant,78731,06/16/2021,86,"3704 KERBEY LN
AUSTIN, TX 78731
(30.30791, -97.75029)",2800235,Routine Inspection
PF - La Patisserie by Oven - Fresh Delights,78660,07/31/2020,100,"2604 W PECAN ST
STE C PFLUGERVILLE, TX 78660
(30.44898, -97.65528)",12392519,Routine Inspection
Delaware Subs Shop,78759,02/13/2023,90,"8105 MESA DR
AUSTIN, TX 78759
(30.37165, -97.75696)",2800142,Routine Inspection
PF - West Pecan Coffee & Beer,78660,10/13/2021,93,"100 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44004, -97.62116)",12392681,Routine Inspection
Bluebonnet School of Canyon Creek,78726,12/15/2021,100,"10321 BOULDER LN
AUSTIN, TX 78726
(30.42897, -97.83893)",10793927,Routine Inspection
Casa Vallarta Restaurant,78744,10/05/2021,83,"6002 BURLESON RD
AUSTIN, TX 78744
(30.20644, -97.71844)",11241808,Routine Inspection
Compass Group @ Dimensional Fund Advisors,78746,02/22/2022,100,"6300 FM 2244 RD
AUSTIN, TX 78746
(30.29655, -97.83149)",10218828,Routine Inspection
Counter Culture,78702,04/15/2021,96,"2337 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25474, -97.71787)",10752440,Routine Inspection
Arbor Cinema @ Great Hills,78759,11/08/2021,100,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39447, -97.74832)",2802224,Routine Inspection
Wingzup,78751,01/11/2021,91,"1000 E 41ST ST
AUSTIN, TX 78751
(30.29805, -97.71896)",10583318,Routine Inspection
Russell's Bakery and Coffee Bar,78731,10/12/2020,93,"3339 HANCOCK DR
AUSTIN, TX 78731
(30.33291, -97.7601)",11643596,Routine Inspection
El Pollo Rico #13,78745,04/15/2020,89,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19308, -97.77763)",12185836,Routine Inspection
Chick-fil-A Barton Creek Square Mall,78746,05/06/2020,100,"2901 S CAPITAL OF TEXAS HWY
NB AUSTIN, TX 78746
(30.25613, -97.81065)",11755370,Routine Inspection
Star Stop 78,78729,07/12/2022,80,"13775 N US 183 HWY
AUSTIN, TX 78729
(30.46165, -97.79365)",11028001,Routine Inspection
True Food Kitchen,78758,03/04/2021,91,"11410 CENTURY OAKS TER
AUSTIN, TX 78758
(30.40177, -97.72632)",12106446,Routine Inspection
Chick-Fil-A,78748,12/17/2020,98,"161 W SLAUGHTER LN
AUSTIN, TX 78748
(30.1672, -97.79183)",10000498,Routine Inspection
Baker Street Pub & Grill,78704,10/07/2021,81,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.24178, -97.78379)",12186595,Routine Inspection
Kokodak,78705,07/27/2020,80,"2522 GUADALUPE ST
AUSTIN, TX 78705
(30.28978, -97.74141)",12109211,Routine Inspection
Chick-Fil-A,78753,10/11/2022,93,"12901 N IH
AUSTIN, TX 78753",2802498,Routine Inspection
Shipley Donuts,78727,08/13/2020,81,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41289, -97.68886)",12186167,Routine Inspection
Dominos Pizza,78758,01/19/2021,96,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39281, -97.70688)",11923762,Routine Inspection
Little Rascals Day Care,78753,12/15/2020,89,"1006 E YAGER LN
AUSTIN, TX 78753
(30.39179, -97.6604)",12186482,Routine Inspection
MT Supermarket,78753,12/01/2021,95,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37841, -97.6879)",12393920,Routine Inspection
La Marea Restaurant & Seafood,78753,05/01/2020,82,"8214 N IH
SVRD SB AUSTIN, TX 78753",11956532,Routine Inspection
Sodexo- Concordia University,78726,09/29/2022,98,"11400 CONCORDIA UNIVERSITY DR
AUSTIN, TX 78726
(30.4202, -97.84012)",10188779,Routine Inspection
MN - Shipley Donuts,78653,06/09/2022,91,"11300 E US 290 HWY
MANOR, TX 78653
(30.34971, -97.55411)",11526883,Routine Inspection
BC - Shipley Donuts,78738,08/11/2020,95,"3620 S FM 620 RD
BEE CAVE, TX 78738
(30.3196, -97.95231)",11610715,Routine Inspection
Newton Collins Elementary,78744,04/13/2021,97,"7609 APOGEE BLVD
AUSTIN, TX 78744
(30.15167, -97.71445)",11997193,Routine Inspection
Gelateria Gemelli,78702,03/10/2022,93,"1009 E 6TH ST
AUSTIN, TX 78702
(30.26493, -97.73205)",11293385,Routine Inspection
Las Mangonadas,78702,06/22/2020,87,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.27197, -97.69834)",11631715,Routine Inspection
Walton's Fancy & Staple,78701,02/07/2022,95,"609 W 6TH ST
AUSTIN, TX 78701
(30.26976, -97.74893)",10196030,Routine Inspection
BC - Falconhead Golf Club,78738,12/02/2020,95,"15201 FALCON HEAD BLVD
BEE CAVE, TX 78738
(30.31879, -97.97092)",12061655,Routine Inspection
Circle K #2741307,78749,01/24/2022,91,"4600 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22354, -97.842)",2803530,Routine Inspection
Quick Food Mart,78702,01/20/2022,97,"1197 HARGRAVE ST
AUSTIN, TX 78702
(30.27519, -97.70795)",12393445,Routine Inspection
Barfly's,78751,04/22/2021,93,"5420 AIRPORT BLVD
AUSTIN, TX 78751
(30.31682, -97.71375)",2801630,Routine Inspection
Nova Kitchen LLC,78701,10/25/2021,90,"440 W 2ND ST
AUSTIN, TX 78701
(30.26543, -97.74825)",12393636,Routine Inspection
Cenikor Foundation,78728,01/19/2021,91,"2410 W HOWARD LN
AUSTIN, TX 78728
(30.43658, -97.68915)",11555621,Routine Inspection
Uchiko,78756,01/19/2022,96,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.31046, -97.74031)",10384251,Routine Inspection
PF - 7-11 Speedy Spot #35623B,78660,08/20/2020,94,"17511 SCHULTZ LN
PFLUGERVILLE, TX 78660
(30.47387, -97.6411)",12392577,Routine Inspection
DK Maria's Legendary Tex Mex,78748,03/09/2022,84,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17368, -97.82191)",11720066,Routine Inspection
PF - Los Amigos Market (Grocery/Produce),78660,08/06/2020,97,"15812 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.44739, -97.64897)",12186599,Routine Inspection
"Center at Parmer, The",78717,11/15/2022,95,"13800 N FM 620 RD
AUSTIN, TX 78717
(30.47561, -97.77297)",12186050,Routine Inspection
PF - Pflugerville Health Care Center,78660,11/01/2022,87,"521 S HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.44322, -97.64271)",12392879,Routine Inspection
Atlassian - Employee Cafeteria,78702,01/18/2023,94,"1401 E 6TH ST
AUSTIN, TX 78702
(30.26369, -97.72837)",12396565,Routine Inspection
Wingstop #164,78741,12/09/2021,88,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23686, -97.72524)",2803175,Routine Inspection
S.W.B - Southwest Bistro,78704,01/18/2022,98,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.25908, -97.74684)",12395287,Routine Inspection
Pho Ha Noi,78753,09/27/2021,71,"11331 N LAMAR BLVD
AUSTIN, TX 78753
(30.38246, -97.68471)",12186421,Routine Inspection
Pizza Hut,78745,11/16/2020,99,"5510 S IH
AUSTIN, TX 78745",10181716,Routine Inspection
Tumble 22 Lake Austin LLC,78703,11/08/2022,83,"2304 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.27799, -97.77166)",12393134,Routine Inspection
BC - Con'Olio Oils & Vinegars,78738,05/06/2020,100,"3500 S FM 620 RD
BLDG F BEE CAVE, TX 78738
(30.32504, -97.95824)",12167915,Routine Inspection
PF - Whataburger #982,78660,03/18/2021,99,"18609 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46548, -97.59684)",12392431,Routine Inspection
Hyde Park Bar & Grill South,78745,02/17/2023,87,"4521 WEST GATE BLVD
AUSTIN, TX 78745
(30.23166, -97.80056)",10000718,Routine Inspection
Komal Latin Kitchen and Bar,78732,05/19/2022,94,"5145 N FM 620 RD
BLDG C AUSTIN, TX 78732
(30.39004, -97.8837)",12393748,Routine Inspection
Chipotle Mexican Grill #1008,78748,03/18/2022,96,"9600 S IH
AUSTIN, TX 78748",10178947,Routine Inspection
85C Bakery Cafe,78717,09/01/2021,100,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",12105596,Routine Inspection
PF - Blackhawk Golf Club,78660,07/22/2021,93,"2714 KELLY LN
PFLUGERVILLE, TX 78660
(30.4652, -97.57835)",12392486,Routine Inspection
El Chilito,78722,11/30/2022,94,"2219 MANOR RD
AUSTIN, TX 78722
(30.28442, -97.71837)",2802599,Routine Inspection
Taqueria Dos Amigos,78753,12/16/2022,89,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.37459, -97.69005)",11796775,Routine Inspection
Grand Oriental Express Co. Ltd,78752,01/06/2021,77,"7517 CAMERON RD
AUSTIN, TX 78752
(30.32962, -97.68982)",11626719,Routine Inspection
Quality Seafood,78751,02/16/2023,94,"5621 AIRPORT BLVD
AUSTIN, TX 78751
(30.31856, -97.7129)",2802507,Routine Inspection
Civil Goat Coffee,78705,07/22/2021,81,"3423 GUADALUPE ST
AUSTIN, TX 78705
(30.30107, -97.73923)",12392662,Routine Inspection
PF - Sonic Drive-In #2767,78660,02/16/2022,88,"2014 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44645, -97.64681)",12392738,Routine Inspection
Viva Meat Market,78753,08/23/2022,92,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.35483, -97.70361)",10769105,Routine Inspection
East Side Market,78702,03/11/2021,82,"1208 E 11TH ST
AUSTIN, TX 78702
(30.26864, -97.7271)",10668551,Routine Inspection
Project Pollo,78702,02/09/2022,89,"1401 ROSEWOOD AVE
AUSTIN, TX 78702
(30.26888, -97.72422)",12393968,Routine Inspection
Wells Branch Burger King,78660,04/16/2020,100,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.44088, -97.66343)",11388129,Routine Inspection
One Taco,78757,01/07/2021,78,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35959, -97.73741)",11775849,Routine Inspection
Taqueria Arandinas,78745,10/21/2020,78,"700 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19757, -97.78794)",10292358,Routine Inspection
Fast Food Store,78721,12/21/2020,81,"4611 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78721
(30.28569, -97.68172)",2804099,Routine Inspection
Omni Barton creek REsort & Spa - Banquet Kitchen,78735,08/13/2020,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12176463,Routine Inspection
MN - Red Roof Inn & Suites,78653,03/11/2022,96,"11301 E US 290 HWY
MANOR, TX 78653
(30.34883, -97.55407)",11862547,Routine Inspection
VIA 313 Pizza,78705,10/11/2021,85,"3016 GUADALUPE ST
AUSTIN, TX 78705
(30.29691, -97.74185)",11485756,Routine Inspection
Hay Elotes,78660,09/09/2022,77,"1200 W HOWARD LN
AUSTIN, TX 78660
(30.42429, -97.66966)",11299017,Routine Inspection
Food Pantry Rosewood Zaragosa,78702,02/03/2021,95,"2800 WEBBERVILLE RD
AUSTIN, TX 78702
(30.2655, -97.70988)",12186051,Routine Inspection
East Buffet,78744,12/02/2021,80,"6425 S IH
AUSTIN, TX 78744",11869942,Routine Inspection
Burger King #17526,78741,06/28/2022,96,"2500 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23498, -97.72385)",12186462,Routine Inspection
MN - 10555 Manor,78653,08/23/2021,83,"11016 E US 290 HWY
MANOR, TX 78653
(30.34883, -97.55823)",10752569,Routine Inspection
Taqueria Krystal,78660,08/17/2021,88,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.42049, -97.62849)",11833845,Routine Inspection
Ramsey Edition,78660,01/19/2022,100,"15630 VISION DR
AUSTIN, TX 78660
(30.45013, -97.66234)",11325268,Routine Inspection
Taco Aranda,78748,12/30/2022,93,"12115 MANCHACA RD
AUSTIN, TX 78748
(30.14248, -97.83304)",11461607,Routine Inspection
Cornucopia Popcorn,78729,11/01/2021,78,"7318 MC NEIL DR
AUSTIN, TX 78729
(30.43537, -97.76748)",11563122,Routine Inspection
McDonald's Restaurant #14774,78749,11/01/2022,98,"5017 W US 290 HWY
EB AUSTIN, TX 78749
(30.23327, -97.82194)",12396684,Routine Inspection
Julie's Handmade Noodles,78758,07/20/2020,73,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.36081, -97.71573)",11534774,Routine Inspection
Sushi Niichi,78705,05/05/2020,79,"705 W 24TH ST
AUSTIN, TX 78705
(30.288, -97.7455)",12004622,Routine Inspection
Parkfield One Stop Food Mart,78758,01/12/2022,95,"9436 PARKFIELD DR
AUSTIN, TX 78758
(30.36864, -97.70571)",2803848,Routine Inspection
In-N-Out Burger,78751,01/20/2022,96,"4515 AIRPORT BLVD
AUSTIN, TX 78751
(30.30437, -97.71544)",11050957,Routine Inspection
South Austin Neighborhood Center,78704,12/08/2022,100,"2508 DURWOOD ST
AUSTIN, TX 78704
(30.23987, -97.76039)",12185903,Routine Inspection
Trudy's,78745,07/16/2021,88,"901 LITTLE TEXAS LN
AUSTIN, TX 78745
(30.19792, -97.76919)",12394032,Routine Inspection
Saigon Cafe,78734,07/18/2022,84,"5000 HUDSON BEND RD
AUSTIN, TX 78734
(30.41215, -97.92685)",11363962,Routine Inspection
Pepes Fruit Cup y Taqueria,78753,01/03/2022,95,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36657, -97.69506)",12392445,Routine Inspection
Gus's Fried Chicken,78701,02/07/2022,95,"117 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.2635, -97.74184)",11056832,Routine Inspection
Chi Omega,78705,08/30/2022,100,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.29295, -97.74417)",2800061,Routine Inspection
Galloway's Sandwich Shop,78702,03/08/2022,78,"1914 E 12TH ST
AUSTIN, TX 78702
(30.27385, -97.71934)",2801329,Routine Inspection
SV-Nala's,78735,12/29/2022,77,"4894 W US 290 HWY
SUNSET VALLEY, TX 78735
(30.23393, -97.81372)",11994463,Routine Inspection
Snack Plus,78746,12/06/2021,97,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.25613, -97.81065)",12393613,Routine Inspection
Fast Food Store,78721,09/29/2021,75,"4611 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78721
(30.28569, -97.68172)",2804099,Routine Inspection
MN - Manor Senior High School,78653,01/20/2022,97,"14832 N FM 973 RD
MANOR, TX 78653
(30.38011, -97.52804)",11999232,Routine Inspection
Easy Tiger,78702,12/02/2021,90,"1501 E 7TH ST
AUSTIN, TX 78702
(30.26427, -97.727)",12394126,Routine Inspection
COTA - Rev Bar 1 Main Grand Stand,78617,03/25/2022,100,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13246, -97.64184)",12395056,Routine Inspection
Westlake High School,78746,12/13/2021,100,"3800 WESTBANK DR
WEST LAKE HILLS, TX 78746",2801701,Routine Inspection
Andrews Elementary,78723,09/23/2020,96,"6801 NORTHEAST DR
AUSTIN, TX 78723
(30.31796, -97.68055)",2800596,Routine Inspection
"Donut Hole, The",78734,04/22/2021,96,"1700 N FM 620 RD
AUSTIN, TX 78734",11289602,Routine Inspection
Barton Hills Market #1,78704,09/24/2020,93,"1220 BARTON HILLS DR
AUSTIN, TX 78704
(30.26171, -97.77509)",10400697,Routine Inspection
VFW Post 8925,78719,04/29/2022,94,"8706 FM 812 RD
AUSTIN, TX 78719
(30.16333, -97.69114)",2800651,Routine Inspection
Austin Catering,78757,03/27/2020,94,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.3581, -97.73512)",2802325,Routine Inspection
BC - Maudie's Hill Country LLC,78738,01/13/2023,90,"12506 SHOPS PKWY
BEE CAVE, TX 78738
(30.30483, -97.93788)",10468660,Routine Inspection
HEB Grocery -Retail & Meat/Seafood Market,78723,03/10/2022,93,"1801 E 51ST ST
AUSTIN, TX 78723
(30.30251, -97.69818)",10971971,Routine Inspection
Asian American Resource Center (AARC),78754,07/15/2021,99,"8401 CAMERON RD
AUSTIN, TX 78754
(30.3402058686, -97.6809317248)",11005845,Routine Inspection
Dominos Pizza,78753,03/05/2021,95,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36657, -97.69506)",10061666,Routine Inspection
Hideaway Kitchen & Bar,78744,06/13/2022,78,"4323 S IH
SVRD NB AUSTIN, TX 78744",11903200,Follow-Up Inspection
Westview Middle School,78727,01/26/2023,95,"1805 SCOFIELD LN
AUSTIN, TX 78727
(30.41734, -97.68919)",2800285,Routine Inspection
P. Terry's Burger Stand,78757,12/29/2020,95,"8515 BURNET RD
AUSTIN, TX 78757
(30.36708, -97.72764)",11165140,Routine Inspection
Russo's New York Pizzeria,78759,11/09/2022,79,"10721 RESEARCH BLVD
AUSTIN, TX 78759
(30.39881, -97.74565)",12392935,Routine Inspection
Gossip Shack 2,78758,11/10/2021,93,"11101 BURNET RD
AUSTIN, TX 78758
(30.39595, -97.71945)",12393088,Routine Inspection
"Angel Donuts & Treats, LLC",78726,06/08/2021,100,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.42117, -97.84529)",10790411,Routine Inspection
Han Yang Market,78752,08/31/2022,72,"6808 N LAMAR BLVD
AUSTIN, TX 78752
(30.3358, -97.72014)",2803993,Routine Inspection
Tiny's Milk & Cookies,78703,12/07/2020,92,"1515 W 35TH ST
AUSTIN, TX 78703
(30.30674, -97.75023)",12162328,Routine Inspection
Torchy's Tacos,78704,06/08/2021,92,"1822 S CONGRESS AVE
AUSTIN, TX 78704
(30.24532, -97.75127)",11456738,Routine Inspection
Austin Aquarium,78750,11/09/2022,93,"13530 N US 183 HWY
AUSTIN, TX 78750
(30.45058, -97.79043)",11790775,Routine Inspection
HEB Food Store #161,78723,10/27/2020,97,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31268, -97.66279)",2800078,Routine Inspection
"Love Culture Kombucha, LLC",78758,09/27/2022,100,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.35625, -97.71509)",12395064,Routine Inspection
Chipotle Mexican Grill #92,78705,10/28/2022,100,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.28563, -97.74175)",10176471,Routine Inspection
Hillcrest Elementary School,78744,09/14/2020,97,"6910 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.1648, -97.72864)",2801095,Routine Inspection
University United Methodist Church,78705,05/26/2021,99,"2409 GUADALUPE ST
AUSTIN, TX 78705
(30.28824, -97.74155)",11146058,Routine Inspection
MT Supermarket,78753,12/20/2022,88,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37841, -97.6879)",12393920,Routine Inspection
Omni Barton Creek Resort & Spa - Velvet Joes,78735,05/05/2022,98,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12183593,Routine Inspection
7-Eleven Convenience Store # 35792B,78744,06/29/2020,89,"1901 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.18781, -97.76547)",11979518,Routine Inspection
Hyatt Place Austin Airport,78719,01/12/2023,85,"9532 SPIRIT OF AUSTIN LN
AUSTIN, TX 78719
(30.210914, -97.666305)",11933212,Routine Inspection
Jack in the Box,78723,04/12/2022,91,"6800 BERKMAN DR
AUSTIN, TX 78723
(30.32029, -97.69075)",11643083,Routine Inspection
Biryani N Grill,78749,01/20/2022,81,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.21446, -97.8319)",12097378,Routine Inspection
Viva Food Mart - Taqueria,78753,05/06/2021,82,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.35483, -97.70361)",11570417,Routine Inspection
Pueblo Viejo Mexican Food,78702,02/22/2021,80,"501 N IH
AUSTIN, TX 78702",11561321,Routine Inspection
Taqueria Arandas #2,78745,04/27/2021,84,"2038 W STASSNEY LN
AUSTIN, TX 78745
(30.21634, -97.79896)",2801939,Routine Inspection
El Pollo Rico #13,78745,07/22/2022,90,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19308, -97.77763)",12185836,Routine Inspection
Sarku Japan,78746,10/23/2020,86,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.25613, -97.81065)",2801813,Routine Inspection
Premier High School,78745,02/24/2022,97,"1701 W BEN WHITE BLVD
A AUSTIN, TX 78745
(30.22822, -97.78558)",10221368,Routine Inspection
Nanami Sushi Bar,78748,12/14/2020,75,"9001 BRODIE LN
AUSTIN, TX 78748
(30.19406, -97.84255)",10346733,Routine Inspection
Texas French Bread,78705,07/09/2021,88,"2900 RIO GRANDE ST
AUSTIN, TX 78705
(30.29605, -97.74388)",2800207,Routine Inspection
PF - IHOP #3415,78660,04/22/2020,100,"18709 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46731, -97.59632)",12392463,Routine Inspection
Walgreens #6189,78727,10/14/2020,98,"12550 METRIC BLVD
AUSTIN, TX 78727
(30.41418, -97.69003)",2803793,Routine Inspection
Courtyard by Marriott,78753,10/21/2020,94,"12330 N IH
AUSTIN, TX 78753",10780666,Routine Inspection
Walgreens #3724,78748,07/19/2022,99,"9801 MANCHACA RD
AUSTIN, TX 78748
(30.17465, -97.8234)",2803869,Routine Inspection
Whataburger,78749,01/22/2021,100,"6611 S MOPAC EXPY
AUSTIN, TX 78749
(30.2212, -97.8352)",2802441,Routine Inspection
JewBoy Burgers,78751,01/04/2023,86,"5111 AIRPORT BLVD
AUSTIN, TX 78751
(30.31281, -97.71529)",12393290,Routine Inspection
Dirty Martin's Place,78705,07/21/2021,92,"2808 GUADALUPE ST
AUSTIN, TX 78705
(30.29388, -97.74212)",2800362,Routine Inspection
Blake Manor Food Mart,78653,04/01/2022,90,"17530 BLAKE MANOR RD
AUSTIN, TX 78653
(30.31807, -97.54041)",10004691,Routine Inspection
Tienda Mexicana,78753,02/17/2023,79,"825 E RUNDBERG LN
UNIT D AUSTIN, TX 78753
(30.35724, -97.68631)",10692976,Routine Inspection
La Cabana Grill,78738,11/29/2021,81,"21103 W SH
AUSTIN, TX 78738",10222706,Routine Inspection
Potbelly Sandwich Works,78759,08/19/2021,94,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.39198, -97.73307)",10035755,Routine Inspection
Stepping Stone School XVIII,78748,08/27/2021,99,"9325 ALICE MAE LN
AUSTIN, TX 78748
(30.16568, -97.79428)",11273477,Routine Inspection
Xplor,78750,04/28/2020,98,"9706 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44804, -97.79302)",11622049,Routine Inspection
OOB - 7-Eleven Convenience Store #36267J,78748,06/17/2022,100,"525 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17208, -97.79921)",12393168,Routine Inspection
Snow Ball Rice Ball,78752,06/25/2021,69,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.33672, -97.71832)",11936329,Routine Inspection
Moonshine Patio Bar & Grill,78701,10/07/2021,91,"600 E 3RD ST
AUSTIN, TX 78701
(30.26363, -97.738)",2802664,Routine Inspection
PF - Dairy Queen,78660,10/27/2022,100,"1701 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44683, -97.63955)",12394854,Routine Inspection
McDonald's #1116,78757,01/29/2021,89,"7950 BURNET RD
AUSTIN, TX 78757
(30.35805, -97.73091)",2802281,Routine Inspection
Texas Republic Pizza Company,78751,08/02/2021,94,"4631 AIRPORT BLVD
AUSTIN, TX 78751
(30.30611, -97.71529)",12170830,Routine Inspection
Courtyard Austin University,78751,08/23/2021,95,"5660 N IH
SVRD SB AUSTIN, TX 78751",11907453,Routine Inspection
